countyName,ccsName,nHosp
Stanislaus,Ectopic pregnancy,33
Stanislaus,Encephalitis (except that caused by tuberculosis or sexually transmitted disease),23
Stanislaus,Endometriosis,34
Stanislaus,Epilepsy; convulsions,384
Stanislaus,Esophageal disorders,151
Stanislaus,Essential hypertension,61
Stanislaus,Fetal distress and abnormal forces of labor,181
Stanislaus,Fetopelvic disproportion; obstruction,84
Stanislaus,Fever of unknown origin,45
Stanislaus,Fluid and electrolyte disorders,547
Stanislaus,Fracture of lower limb,372
Stanislaus,Fracture of neck of femur (hip),463
Stanislaus,Fracture of upper limb,197
Stanislaus,Gangrene,31
Stanislaus,Gastritis and duodenitis,105
Stanislaus,Gastroduodenal ulcer (except hemorrhage),65
Stanislaus,Gastrointestinal hemorrhage,551
Stanislaus,Genitourinary symptoms and ill-defined conditions,54
Stanislaus,Headache; including migraine,85
Stanislaus,Heart valve disorders,183
Stanislaus,Hemolytic jaundice and perinatal jaundice,93
Stanislaus,Hemorrhage during pregnancy; abruptio placenta; placenta previa,78
Stanislaus,Hemorrhoids,38
Stanislaus,Hepatitis,36
Stanislaus,HIV infection,38
Stanislaus,Hyperplasia of prostate,51
Stanislaus,Hypertension with complications and secondary hypertension,541
Stanislaus,Infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease),175
Stanislaus,Inflammatory conditions of male genital organs,45
Stanislaus,Inflammatory diseases of female pelvic organs,48
Stanislaus,Influenza,74
Stanislaus,Intestinal infection,352
Stanislaus,Intestinal obstruction without hernia,507
Stanislaus,Intracranial injury,341
Stanislaus,Joint disorders and dislocations; trauma-related,29
Stanislaus,Late effects of cerebrovascular disease,115
Stanislaus,Leukemias,63
Stanislaus,Maintenance chemotherapy; radiotherapy,244
Stanislaus,Malaise and fatigue,61
Stanislaus,Malignant neoplasm without specification of site,23
Stanislaus,Malposition; malpresentation,192
Stanislaus,Meningitis (except that caused by tuberculosis or sexually transmitted disease),70
Stanislaus,Menstrual disorders,40
Stanislaus,Miscellaneous mental health disorders,52
Stanislaus,Mood disorders,2002
Stanislaus,Mycoses,25
Stanislaus,Nausea and vomiting,64
Stanislaus,Neoplasms of unspecified nature or uncertain behavior,46
Stanislaus,Nephritis; nephrosis; renal sclerosis,21
Stanislaus,Non-Hodgkin`s lymphoma,47
Stanislaus,Noninfectious gastroenteritis,206
Stanislaus,Nonspecific chest pain,640
Stanislaus,Nutritional deficiencies,24
Stanislaus,Occlusion or stenosis of precerebral arteries,183
Stanislaus,Open wounds of extremities,53
Stanislaus,Open wounds of head; neck; and trunk,44
Stanislaus,Osteoarthritis,1557
Stanislaus,Other acquired deformities,127
Stanislaus,Other aftercare,97
Stanislaus,Other and ill-defined cerebrovascular disease,35
Stanislaus,Other and unspecified benign neoplasm,197
Stanislaus,Other bone disease and musculoskeletal deformities,61
Stanislaus,Other circulatory disease,108
Stanislaus,Other CNS infection and poliomyelitis,22
Stanislaus,Other congenital anomalies,64
Stanislaus,Other connective tissue disease,174
Stanislaus,Other diseases of bladder and urethra,22
Stanislaus,Other diseases of kidney and ureters,192
Stanislaus,Other diseases of veins and lymphatics,35
Stanislaus,Other disorders of stomach and duodenum,82
Stanislaus,Other endocrine disorders,77
Stanislaus,Other female genital disorders,47
Stanislaus,Other fractures,366
Stanislaus,Other gastrointestinal disorders,348
Stanislaus,Other hereditary and degenerative nervous system conditions,31
Stanislaus,Other injuries and conditions due to external causes,118
Stanislaus,Other liver diseases,233
Stanislaus,Other lower respiratory disease,112
Stanislaus,Other nervous system disorders,420
Stanislaus,Other non-traumatic joint disorders,52
Stanislaus,Other nutritional; endocrine; and metabolic disorders,719
Stanislaus,Other perinatal conditions,124
Stanislaus,Other pregnancy and delivery including normal,333
Stanislaus,Other screening for suspected conditions (not mental disorders or infectious disease),21
Stanislaus,Other skin disorders,21
Stanislaus,Other upper respiratory disease,69
Stanislaus,Other upper respiratory infections,79
Stanislaus,Ovarian cyst,47
Stanislaus,Pancreatic disorders (not diabetes),531
Stanislaus,Paralysis,41
Stanislaus,Parkinson`s disease,25
Stanislaus,Pathological fracture,82
Stanislaus,Peri-; endo-; and myocarditis; cardiomyopathy (except that caused by tuberculosis or sexually transmitted disease),95
Stanislaus,Peripheral and visceral atherosclerosis,149
Stanislaus,Peritonitis and intestinal abscess,50
Stanislaus,Phlebitis; thrombophlebitis and thromboembolism,155
Stanislaus,Pleurisy; pneumothorax; pulmonary collapse,147
Stanislaus,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),1253
Stanislaus,Poisoning by nonmedicinal substances,21
Stanislaus,Poisoning by other medications and drugs,177
Stanislaus,Poisoning by psychotropic agents,82
Stanislaus,Prolapse of female genital organs,84
Stanislaus,Pulmonary heart disease,286
Stanislaus,Regional enteritis and ulcerative colitis,119
Stanislaus,Residual codes; unclassified,152
Stanislaus,Respiratory failure; insufficiency; arrest (adult),769
Stanislaus,Rheumatoid arthritis and related disease,24
Stanislaus,Schizophrenia and other psychotic disorders,1339
Stanislaus,Secondary malignancies,213
Stanislaus,Septicemia (except in labor),3692
Stanislaus,Short gestation; low birth weight; and fetal growth retardation,24
Stanislaus,Sickle cell anemia,27
Stanislaus,Skin and subcutaneous tissue infections,994
Stanislaus,Skull and face fractures,157
Stanislaus,Spondylosis; intervertebral disc disorders; other back problems,639
Stanislaus,Spontaneous abortion,22
Stanislaus,Substance-related disorders,264
Stanislaus,Suicide and intentional self-inflicted injury,164
Stanislaus,Superficial injury; contusion,34
Stanislaus,Syncope,180
Stanislaus,Systemic lupus erythematosus and connective tissue disorders,41
Stanislaus,Thyroid disorders,43
Stanislaus,Transient cerebral ischemia,270
Stanislaus,Umbilical cord complication,426
Stanislaus,Urinary tract infections,719
Stanislaus,Viral infection,81
Sutter,Abdominal hernia,47
Sutter,Abdominal pain,28
Sutter,Acute and unspecified renal failure,161
Sutter,Acute cerebrovascular disease,174
Sutter,Acute myocardial infarction,208
Sutter,Acute posthemorrhagic anemia,23
Sutter,Alcohol-related disorders,93
Sutter,Aortic; peripheral; and visceral artery aneurysms,27
Sutter,Appendicitis and other appendiceal conditions,61
Sutter,Aspiration pneumonitis; food/vomitus,53
Sutter,Asthma,26
Sutter,Benign neoplasm of uterus,37
Sutter,Biliary tract disease,121
Sutter,Cancer of bronchus; lung,25
Sutter,Cardiac and circulatory congenital anomalies,23
Sutter,Cardiac dysrhythmias,156
Sutter,Chronic obstructive pulmonary disease and bronchiectasis,108
Sutter,Complication of device; implant or graft,148
Sutter,Complications of surgical procedures or medical care,126
Sutter,Congestive heart failure; nonhypertensive,218
Sutter,Coronary atherosclerosis and other heart disease,119
Sutter,Crushing injury or internal injury,32
Sutter,Deficiency and other anemia,32
Sutter,Diabetes mellitus with complications,163
Sutter,Diabetes or abnormal glucose tolerance complicating pregnancy; childbirth; or the puerperium,65
Sutter,Diseases of white blood cells,22
Sutter,Diverticulosis and diverticulitis,75
Sutter,Early or threatened labor,51
Sutter,Epilepsy; convulsions,67
Sutter,Esophageal disorders,32
Sutter,Fetal distress and abnormal forces of labor,55
Sutter,Fluid and electrolyte disorders,110
Sutter,Fracture of lower limb,59
Sutter,Fracture of neck of femur (hip),97
Sutter,Fracture of upper limb,32
Sutter,Gastrointestinal hemorrhage,119
Sutter,Heart valve disorders,38
Sutter,Hemolytic jaundice and perinatal jaundice,27
Sutter,Hypertension with complications and secondary hypertension,142
Sutter,Infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease),30
Sutter,Intestinal infection,78
Sutter,Intestinal obstruction without hernia,122
Sutter,Intracranial injury,71
Sutter,Maintenance chemotherapy; radiotherapy,63
Sutter,Malposition; malpresentation,42
Sutter,Mood disorders,214
Sutter,Noninfectious gastroenteritis,41
Sutter,Nonspecific chest pain,78
Sutter,Occlusion or stenosis of precerebral arteries,29
Sutter,Osteoarthritis,291
Sutter,Other acquired deformities,27
Sutter,Other aftercare,34
Sutter,Other and unspecified benign neoplasm,25
Sutter,Other circulatory disease,21
Sutter,Other connective tissue disease,34
Sutter,Other diseases of kidney and ureters,28
Sutter,Other disorders of stomach and duodenum,23
Sutter,Other fractures,83
Sutter,Other gastrointestinal disorders,38
Sutter,Other injuries and conditions due to external causes,23
Sutter,Other liver diseases,42
Sutter,Other lower respiratory disease,21
Sutter,Other nervous system disorders,92
Sutter,Other nutritional; endocrine; and metabolic disorders,77
Sutter,Other perinatal conditions,24
Sutter,Other pregnancy and delivery including normal,54
Sutter,Pancreatic disorders (not diabetes),91
Sutter,Peri-; endo-; and myocarditis; cardiomyopathy (except that caused by tuberculosis or sexually transmitted disease),27
Sutter,Peripheral and visceral atherosclerosis,29
Sutter,Phlebitis; thrombophlebitis and thromboembolism,33
Sutter,Pleurisy; pneumothorax; pulmonary collapse,37
Sutter,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),272
Sutter,Poisoning by other medications and drugs,33
Sutter,Pulmonary heart disease,46
Sutter,Regional enteritis and ulcerative colitis,22
Sutter,Respiratory failure; insufficiency; arrest (adult),194
Sutter,Schizophrenia and other psychotic disorders,151
Sutter,Secondary malignancies,33
Sutter,Septicemia (except in labor),559
Sutter,Skin and subcutaneous tissue infections,178
Sutter,Spondylosis; intervertebral disc disorders; other back problems,134
Sutter,Substance-related disorders,33
Sutter,Suicide and intentional self-inflicted injury,26
Sutter,Syncope,32
Sutter,Transient cerebral ischemia,38
Sutter,Umbilical cord complication,56
Sutter,Urinary tract infections,158
Sutter,Viral infection,29
Tehama,Abdominal hernia,31
Tehama,Acute and unspecified renal failure,117
Tehama,Acute bronchitis,34
Tehama,Acute cerebrovascular disease,118
Tehama,Acute myocardial infarction,133
Tehama,Alcohol-related disorders,64
Tehama,Appendicitis and other appendiceal conditions,21
Tehama,Aspiration pneumonitis; food/vomitus,22
Tehama,Asthma,28
Tehama,Biliary tract disease,77
Tehama,Cardiac dysrhythmias,77
Tehama,Chronic obstructive pulmonary disease and bronchiectasis,135
Tehama,Complication of device; implant or graft,135
Tehama,Complications of surgical procedures or medical care,103
Tehama,Congestive heart failure; nonhypertensive,143
Tehama,Coronary atherosclerosis and other heart disease,40
Tehama,Crushing injury or internal injury,28
Tehama,Deficiency and other anemia,23
Tehama,Diabetes mellitus with complications,111
Tehama,Diabetes or abnormal glucose tolerance complicating pregnancy; childbirth; or the puerperium,31
Tehama,Diverticulosis and diverticulitis,55
Tehama,Early or threatened labor,22
Tehama,Epilepsy; convulsions,46
Tehama,Esophageal disorders,25
Tehama,Fetal distress and abnormal forces of labor,32
Tehama,Fluid and electrolyte disorders,53
Tehama,Fracture of lower limb,53
Tehama,Fracture of neck of femur (hip),75
Tehama,Fracture of upper limb,28
Tehama,Gastritis and duodenitis,26
Tehama,Gastrointestinal hemorrhage,71
Tehama,Heart valve disorders,26
Tehama,Hypertension with complications and secondary hypertension,36
Tehama,Infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease),28
Tehama,Intestinal obstruction without hernia,80
Tehama,Intracranial injury,34
Tehama,Late effects of cerebrovascular disease,22
Tehama,Maintenance chemotherapy; radiotherapy,33
Tehama,Malposition; malpresentation,24
Tehama,Mood disorders,82
Tehama,Occlusion or stenosis of precerebral arteries,33
Tehama,Osteoarthritis,245
Tehama,Other aftercare,31
Tehama,Other and unspecified benign neoplasm,29
Tehama,Other fractures,45
Tehama,Other gastrointestinal disorders,30
Tehama,Other liver diseases,21
Tehama,Other nervous system disorders,42
Tehama,Other nutritional; endocrine; and metabolic disorders,65
Tehama,Pancreatic disorders (not diabetes),66
Tehama,Peripheral and visceral atherosclerosis,25
Tehama,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),113
Tehama,Poisoning by other medications and drugs,37
Tehama,Pulmonary heart disease,32
Tehama,Respiratory failure; insufficiency; arrest (adult),149
Tehama,Schizophrenia and other psychotic disorders,60
Tehama,Secondary malignancies,26
Tehama,Septicemia (except in labor),501
Tehama,Skin and subcutaneous tissue infections,122
Tehama,Spondylosis; intervertebral disc disorders; other back problems,85
Tehama,Suicide and intentional self-inflicted injury,24
Tehama,Umbilical cord complication,42
Tehama,Urinary tract infections,50
Trinity,Acute and unspecified renal failure,21
Trinity,Acute cerebrovascular disease,28
Trinity,Acute myocardial infarction,31
Trinity,Cardiac dysrhythmias,23
Trinity,Chronic obstructive pulmonary disease and bronchiectasis,24
Trinity,Complication of device; implant or graft,23
Trinity,Complications of surgical procedures or medical care,27
Trinity,Congestive heart failure; nonhypertensive,54
Trinity,Diabetes mellitus with complications,28
Trinity,Fracture of neck of femur (hip),22
Trinity,Osteoarthritis,85
Trinity,Other fractures,27
Trinity,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),72
Trinity,Respiratory failure; insufficiency; arrest (adult),37
Trinity,Septicemia (except in labor),78
Trinity,Skin and subcutaneous tissue infections,49
Trinity,Spondylosis; intervertebral disc disorders; other back problems,26
Trinity,Urinary tract infections,25
Tulare,Abdominal hernia,207
Tulare,Abdominal pain,98
Tulare,Acute and chronic tonsillitis,28
Tulare,Acute and unspecified renal failure,499
Tulare,Acute bronchitis,197
Tulare,Acute cerebrovascular disease,723
Tulare,Acute myocardial infarction,748
Tulare,Acute posthemorrhagic anemia,47
Tulare,Alcohol-related disorders,340
Tulare,Anal and rectal conditions,56
Tulare,Aortic and peripheral arterial embolism or thrombosis,27
Tulare,Aortic; peripheral; and visceral artery aneurysms,68
Tulare,Appendicitis and other appendiceal conditions,339
Tulare,Aspiration pneumonitis; food/vomitus,140
Tulare,Asthma,224
Tulare,Bacterial infection; unspecified site,25
Tulare,Benign neoplasm of uterus,142
Tulare,Biliary tract disease,585
Tulare,Burns,36
Tulare,Calculus of urinary tract,40
Tulare,Cancer of bladder,27
Tulare,Cancer of bone and connective tissue,29
Tulare,Cancer of brain and nervous system,39
Tulare,Cancer of breast,62
Tulare,Cancer of bronchus; lung,96
Tulare,Cancer of cervix,26
Tulare,Cancer of colon,91
Tulare,Cancer of head and neck,38
Tulare,Cancer of kidney and renal pelvis,66
Tulare,Cancer of liver and intrahepatic bile duct,26
Tulare,Cancer of other GI organs; peritoneum,22
Tulare,Cancer of ovary,23
Tulare,Cancer of pancreas,28
Tulare,Cancer of prostate,72
Tulare,Cancer of rectum and anus,47
Tulare,Cancer of stomach,24
Tulare,Cancer of thyroid,31
Tulare,Cancer of uterus,22
Tulare,Cardiac and circulatory congenital anomalies,72
Tulare,Cardiac arrest and ventricular fibrillation,27
